ACO Identifier,ACO Name,Start Date,Track 2 ACO,Advance pay status,Interim payment election,Advanced payment amount,Quality Score,Quality Performance Sharing Rate,Final sharing rate,Minimum Loss Rate (%),Minimum Savings Rate (%),Total benchmark expenditures ($),Total savings/losses ($),Shared Savings ($),Shared Losses ($),Total number of assigned beneficiaries,Total assigned beneficiary person years,Total number of ESRD assigned beneficiary person years,Total number of DISABLED  assigned beneficiary person years,Total number of AGED/DUAL assigned beneficiary person years,Total number of AGED/NON-DUAL assigned beneficiary person years,"Total number of assigned beneficiaries, age 0-64","Total number of assigned beneficiaries, age 65-74","Total number of assigned beneficiaries, age 75-84","Total number of assigned beneficiaries, age 85+","Total number of assigned beneficiaries, Female","Total number of assigned beneficiaries, Male","Total number of assigned beneficiaries, Non-Hispanic White","Total number of assigned beneficiaries, Black","Total number of assigned beneficiaries, Asian","Total number of assigned beneficiaries, Hispanic","Total number of assigned beneficiaries, North American Native","Total number of assigned beneficiaries, Other",Total performance year spending per assigned beneficiary,Total expenditures per assigned ESRD beneficiary,Total expenditures per assigned DISABLED beneficiary,Total expenditures per assigned AGED/DUAL beneficiary,Total expenditures per assigned AGED/NON-DUAL beneficiary,Total inpatient spending per assigned beneficiary,Acute care hospital (IPPS/CAH) spending per assigned beneficiary,Long-term care hospital spending per assigned beneficiary,Inpatient rehabilitation facility (IRF) spending per assigned beneficiary,Inpatient psychiatric hospital spending per assigned beneficiary,Hospice spending per assigned beneficiary,Skilled nursing facility spending per assigned beneficiary,Other inpatient spending per assigned beneficiary,Physician/supplier spending per assigned beneficiary,Ambulance spending per assigned beneficiary,Home health spending per assigned beneficiary,Durable medical equipment spending per assigned beneficiary,"Inpatient hospital discharges per 1,000 person years","Acute care hospital discharges per 1,000 person years","LTCH discharges per 1,000 person years","IRF discharges per 1,000 person years","IPF discharges per 1,000 person years","CHF (PQI8) discharges  per 1,000 person years","COPD/Asthma (PQI5) discharges per 1,000 person years","Bacterial Pneumonia (PQI11) discharges per 1,000 person years","Acute care readmissions (all-cause 30 day) per 1,000 discharges","Post-acute care discharge provider visits (30 day)  per 1,000 discharges","Skilled nursing facility discharges per 1,000 person years","Outpatient ED visits per 1,000 person years","Inpatient ED visits per 1,000 person years","Computed tomography (CT) events per 1,000 person years","Magnetic resonance imaging (MRI) events per 1,000 person years","Primary care services per 1,000 person years","Primary care services with a PCP per 1,000 person years","Primary care services with a specialist per 1,000 person years","Primary care services with a NP/PA/CNS per 1,000 person years","Primary care services with a FQHC/RHC per 1,000 person years",Number of CAH IIs,Number of FQHCs,Number of RHCs,Number of ETA hospitals,Number of other facility types,Number of participating PCPs,Number of participating specialists,Number of participating nurse practitioners,Number of participating physician assistants,Number of participating clinical nurse specialist,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY
A43867,"AzPCP-ACO, A Medical Corporation, PC",07/01/2012,0,0,0,,1,0.5,0.5,,0.030213213%,$112560653.80,$112163846.30,$396807.44,$0.00,,9786,7994.583333,109.9166667,1254,292.5833333,6338.083333,1745,4083,1755,682,4444,3821,7113,375,123,296,149,$209.00,$86132.33,$9133.31,$10115.41,$8097.21,$2921.84,$2527.61,$80.19,$204.36,$135.30,$296.19,$489.22,$0.00,$3811.59,$68.89,$278.88,$266.85,294.449,264.179,2.252,11.633,16.386,8.631,6.880,5.754,159.206,752.192,49.408,648.189,208.266,816.428,418.033,10224.673,4679.919,4835.024,699.599,10.132,0,0,0,0,0,60,2,27,0,0,1.094363887,1.079777496,0.880979243,1.001093729,1.052069816,1.061012058,0.89168329,0.979837091,1.015835717,1.095030431,0.873266227,0.979898761,1.072326421,1.093935434,0.938068991,0.995682165
A07663,Aurora Accountable Care Organization LLC,07/01/2012,0,0,0,,1,0.5,0.5,,0.030743744%,$124601943.50,$132510272.50,$-7908329.00,$0.00,,9256,7952.916667,61.16666667,1218.166667,348.5,6325.083333,1495,2869,2383,1476,5066,3157,7767,136,45,122,25,$128.00,$90862.07,$10300.93,$12753.67,$10536.34,$4281.07,$3845.07,$210.13,$277.69,$33.70,$407.47,$1316.97,$0.00,$2867.19,$152.92,$475.15,$244.64,472.154,443.862,5.784,15.969,6.538,17.226,12.951,19.741,160.356,769.766,123.351,834.034,372.819,735.831,242.427,8214.219,3707.822,3733.599,766.637,6.161,0,0,0,0,0,74,121,20,0,0,1.035775614,1.05140015,1.091826876,1.175834237,1.077051658,1.070764522,1.089654373,1.178318699,1.016433639,1.085693312,1.055013826,1.175524285,1.055589495,1.102294448,1.093051538,1.193052687
A88215,GOLDEN LIFE HEALTHCARE LLC,07/01/2012,0,1,0,1918504,1,0.5,0.5,,0.029845769%,$163829373.00,$236324124.60,$-72494751.59,$0.00,,10257,7916.166667,129.0833333,1283.25,1729.583333,4774.25,1624,2820,2272,1758,4801,3673,6225,452,1011,253,54,$479.00,$116702.66,$18831.04,$18083.97,$19434.32,$8163.32,$7619.68,$445.76,$232.06,$131.92,$671.98,$6225.35,$0.00,$3783.88,$342.05,$913.86,$284.57,619.365,591.574,7.706,9.348,10.738,18.949,12.253,15.411,198.525,836.841,366.465,1175.569,518.559,1016.401,247.974,13381.729,8470.261,3330.273,877.445,703.750,0,0,3,0,0,29,26,11,0,0,1.015171244,1.042638559,0.92524403,1.187006729,0.988539578,1.000272545,0.935607965,1.143326383,1.00963222,1.002204629,0.95343878,1.177038326,1.027499065,1.298931906,1.042509796,1.364796437
A59303,"Nevada Primary Care Network, ACO, LLC",07/01/2012,0,0,0,,0,0.5,0,,0.026023405%,$256707524.50,$235016223.60,$21691300.91,$0.00,,17441,15069.08333,205.9166667,2052.75,901.0833333,11909.33333,2811,7880,3713,1062,8831,6635,11939,1795,619,479,49,$585.00,$82374.43,$12173.95,$14371.87,$9096.93,$3826.59,$2592.92,$301.26,$857.25,$171.62,$165.41,$368.90,$0.00,$4352.08,$93.78,$843.16,$260.02,298.691,231.799,7.698,42.471,16.723,11.348,9.357,7.831,150.750,712.250,28.668,602.757,216.602,738.466,407.191,11150.977,4720.725,5835.325,588.224,6.702,0,0,0,0,0,55,4,8,0,0,0.987666182,1.220171828,1.032184737,1.028056622,0.997259892,1.161394828,0.98822336,1.005941638,1.013565255,1.181762311,1.01062161,1.011598003,1.022773418,1.171675933,0.977079377,0.997805737
A13492,"St. John Providence Partners in Care, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.029237848%,$93039390.99,$93376535.50,$-337145.00,$0.00,,11270,11003.16667,95.16666667,1467.666667,358.6666667,9081.666667,1929,4746,3075,1520,6736,4534,8169,2897,41,15,5,$143.00,$73128.93,$8318.65,$10466.00,$7757.85,$2622.67,$2398.75,$36.67,$128.63,$73.24,$102.14,$294.34,$0.00,$2726.68,$73.59,$469.97,$227.89,314.001,295.370,1.181,7.998,9.452,13.632,11.269,7.271,141.030,764.545,34.536,667.262,243.384,582.196,224.026,8574.713,3885.790,4462.897,221.209,4.817,0,0,0,0,0,143,281,33,0,3,1.078408452,1.097996902,1.024497398,1.090047718,1.02544482,1.082431221,0.986634422,1.097676864,1.060794636,1.053409034,0.961129638,1.095412199,1.083494973,1.117996141,0.985149314,1.099242912
A12881,"Accountable Care Organization of New England, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.028644929%,$143798876.50,$146571308.20,$-2772432.00,$0.00,,12258,11791.58333,89.58333333,2287.166667,1303.083333,8111.75,2660,4041,3124,2433,7325,4933,11017,606,100,301,5,$229.00,$101835.26,$10425.33,$13073.69,$11904.70,$4568.97,$3688.33,$184.36,$530.57,$225.62,$298.25,$1970.20,$0.00,$3075.49,$299.68,$761.15,$249.89,418.943,362.716,5.936,28.495,21.795,24.933,16.283,14.587,168.299,845.821,190.984,950.763,328.963,689.560,230.334,11030.834,4716.839,4284.666,2017.880,11.449,0,0,0,0,0,68,85,35,0,4,1.093499447,1.143970485,1.109675919,1.189046504,1.054621639,1.158965171,1.111707201,1.183822879,1.104138285,1.099917114,1.115058094,1.191962076,1.088397676,1.106989309,1.088650821,1.212053072
A45011,Medical Mall Services of Mississippi,07/01/2012,0,1,0,1512664,0,0.5,0,,0.036222222%,$100274771.40,$85149211.86,$15125559.57,$0.00,,5925,4696.833333,132.6666667,1750.416667,924.5,1889.25,2040,1624,837,358,2817,2042,897,3925,7,8,1,$21.00,$75152.48,$9318.72,$11714.80,$10150.13,$3994.79,$3200.11,$461.05,$125.61,$272.51,$483.26,$742.11,$4.82,$2314.39,$191.94,$1497.96,$427.03,495.227,439.019,16.820,7.026,32.362,24.910,21.717,14.691,190.365,633.302,70.473,1356.446,363.436,722.189,211.419,8207.871,1536.354,2253.433,749.015,3669.068,0,15,2,0,0,43,29,42,0,0,1.01984627,0.997745104,0.960861609,1.130484663,1.020363241,1.035270333,0.933829303,1.185566877,1.013237655,1.038668006,0.899914597,1.166383825,1.038603634,1.012655165,0.914173905,1.135867533
A04598,"Accountable Care Coalition of Maryland, LLC.",07/01/2012,0,0,0,,1,0.5,0.5,,0.027861172%,$174497714.20,$176110409.50,$-1612695.30,$0.00,,13564,12016,141.3333333,1348.833333,627.25,9898.583333,1945,6044,3233,1138,6806,5554,8648,3225,189,25,12,$261.00,$77430.27,$10800.96,$12971.06,$8593.58,$3389.86,$3313.46,$27.08,$47.89,$17.73,$119.75,$377.80,$0.00,$3510.22,$89.72,$252.70,$285.28,301.848,297.437,0.749,2.913,0.749,16.395,15.563,8.073,164.492,779.921,43.609,739.264,220.373,696.904,295.273,10903.296,4378.495,5887.983,634.071,2.746,0,0,0,0,0,45,50,10,0,0,1.024785396,1.183591617,1.06886858,1.056445156,1.004407598,1.158657682,1.042253224,1.020373088,1.020245859,1.147235876,1.049614131,1.018656464,1.006294701,1.118609721,1.02264278,1.021505696
A22691,Independent San Diego ACO,01/01/2013,0,0,,,0,0.5,0,,0.036876877%,$114436817.00,$106479009.70,$7957807.00,$0.00,,5707,5396.333333,57.83333333,750.9166667,930,3657.583333,924,1832,1676,1275,3337,2370,4794,267,268,132,11,$235.00,$124846.13,$18016.85,$19989.42,$18356.22,$7130.40,$6203.07,$641.40,$132.20,$438.35,$851.35,$4913.82,$0.00,$4897.38,$524.29,$972.84,$318.01,598.925,536.661,13.898,5.745,42.622,19.087,14.454,14.269,164.601,823.003,335.969,984.372,463.833,932.670,313.361,14037.865,7188.214,5948.669,873.556,27.426,0,0,0,0,0,40,13,6,0,0,1.107841889,1.339564048,1.236206221,1.374739378,1.111523686,1.432424965,1.215203861,1.380659743,1.152169279,1.380296969,1.270599752,1.370974866,1.159126436,1.489629504,1.255687517,1.469672437
A21965,Asian American Accountable Care Organization,07/01/2012,0,0,1,,1,0.5,0.5,,0.027138028%,$161975470.30,$160113014.70,$1862455.65,$0.00,,14769,12603.91667,127.9166667,855.6666667,7775.083333,3845.25,1261,4773,4602,2268,7919,4985,1381,385,8663,142,5,$2328.00,$74906.71,$8484.66,$7699.86,$7902.79,$2301.30,$2155.60,$22.99,$53.96,$78.27,$107.32,$707.48,$0.00,$3969.11,$90.97,$369.39,$208.19,214.298,207.158,0.793,2.618,3.729,6.665,6.665,6.347,142.971,826.450,46.970,300.224,154.555,456.763,271.662,13377.350,6934.511,5881.108,120.201,441.529,0,2,0,0,0,80,206,1,0,0,1.001933797,1.143608534,0.847401968,1.035743368,1.006789617,1.121748189,0.838742253,1.071357921,1.003214601,1.082250732,0.851203814,1.052797483,0.976428286,1.057709861,0.849276058,1.061533118
A03682,"Physicians ACO, LLC",07/01/2012,0,1,0,1727668,0,0.5,0,,0.032394394%,$149496454.20,$137487324.20,$12009130.05,$0.00,,7802,6305,172.8333333,1397.833333,1467.583333,3266.75,1740,2641,1522,607,3856,2654,3223,1708,663,686,8,$222.00,$95908.77,$14690.57,$12741.93,$12058.35,$5311.69,$3563.98,$1354.39,$401.06,$233.09,$352.25,$980.71,$0.00,$3932.13,$235.07,$2579.59,$328.64,428.707,337.669,39.175,22.522,29.342,17.605,10.944,9.992,174.516,682.506,81.364,896.907,308.961,766.693,320.063,10154.798,5225.059,4200.159,715.147,14.433,0,0,0,0,0,52,15,11,0,0,1.038941865,1.273226929,0.925833758,1.115183755,1.000354118,1.324171412,0.958479664,1.138139552,1.037275574,1.302127495,0.932439213,1.120396091,0.994726478,1.285333262,0.959122296,1.151323228
A45848,ApolloMed Accountable Care Organization Inc.,07/01/2012,0,0,0,,1,0.5,0.5,,0.029838568%,$236117493.10,$225132559.90,$10984933.17,$5382617.25,,10269,8259.5,226,1076.75,4611.583333,2345.166667,1438,3136,2632,1350,4856,3700,4095,276,2297,1121,12,$755.00,$119169.17,$19110.80,$14089.35,$16175.61,$6852.34,$5430.75,$1085.61,$419.98,$218.88,$268.64,$3263.26,$0.00,$5140.27,$541.52,$1415.71,$391.85,543.132,475.695,27.726,18.766,20.946,23.246,19.977,13.560,194.903,778.398,186.210,813.245,413.463,738.786,288.395,15019.674,6693.626,6288.153,2026.515,11.381,0,0,0,0,0,198,343,43,3,0,1.090404461,1.508055734,1.084901909,1.359009634,1.1152954,1.578690924,1.056961495,1.325819264,1.146824809,1.60819562,1.046350111,1.316263634,1.132538296,1.616237253,1.065514781,1.395550986
A74604,TP-ACO L.L.C.,07/01/2012,0,0,0,,1,0.5,0.5,,0.03026026%,$124872545.70,$115235850.00,$9636695.65,$4721980.86,,9739,8342.166667,81.91666667,1317.666667,374.6666667,6567.916667,1719,3667,2254,971,4981,3630,7424,990,57,29,5,$106.00,$71990.61,$9037.27,$13666.40,$8103.94,$2813.95,$2294.44,$143.64,$168.33,$229.02,$259.50,$839.13,$0.00,$3034.45,$138.24,$646.40,$274.49,320.061,280.263,5.035,9.949,24.814,11.987,11.867,11.628,148.677,734.985,82.353,664.216,213.733,682.077,282.421,10034.443,4418.037,4438.415,1153.537,24.454,0,0,1,0,0,61,40,71,1,0,0.99266989,1.150303659,1.119569418,1.031049172,0.970796491,1.149090276,1.049754082,1.059254962,0.994231492,1.117311625,1.047968674,1.034760843,0.964460998,1.085862844,1.124367738,1.018656126
A97609,"Franciscan AHN ACO, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.023622554%,$371576644.70,$378967678.10,$-7391033.41,$0.00,,33774,29419.5,177.1666667,3346.583333,676.5,25219.25,4718,13839,8295,3574,17772,12654,29106,862,81,31,19,$327.00,$78493.56,$7975.92,$14680.45,$8313.19,$2772.20,$2406.07,$103.47,$200.28,$87.61,$257.52,$1018.36,$0.00,$2641.42,$111.96,$351.08,$298.77,293.989,267.748,3.025,13.019,10.197,10.027,9.823,10.605,135.058,780.376,86.405,593.790,177.059,684.104,306.191,8901.545,4023.182,3924.642,940.159,13.562,0,0,1,0,0,109,111,54,0,0,1.03613126,1.078862443,1.054232523,0.973372096,1.015950013,1.089592529,1.066469984,0.966854186,1.005442559,1.073066777,1.088385739,0.975143703,1.029557516,1.078602375,1.126713182,1.003727305
A81218,"Reliance Healthcare Management Solutions, LLC",07/01/2012,0,1,0,1588816,1,0.5,0.5,,0.034630631%,$109183182.90,$104220489.90,$4962692.98,$2431719.56,,6684,5467.5,76.83333333,1136.25,719.3333333,3535.083333,1353,2032,1463,833,3328,2353,3511,1954,43,87,3,$83.00,$66920.91,$11660.42,$16540.77,$10979.39,$3841.10,$3081.69,$305.70,$356.48,$186.28,$701.63,$1409.16,$3.44,$3880.67,$222.64,$1189.91,$376.38,449.017,392.684,6.401,22.314,27.252,16.278,14.998,13.535,158.810,740.961,123.274,990.947,354.641,776.040,271.056,11850.754,5203.658,5276.452,1332.968,37.677,0,0,0,0,0,26,2,11,0,0,1.120655722,1.289821313,1.170732086,1.220242355,1.020470415,1.337255733,1.156358841,1.22867136,0.976668558,1.272185502,1.122485251,1.243660815,1.051229773,1.330007832,1.203256489,1.231012482
A00755,Balance Accountable Care Network,07/01/2012,0,0,0,,1,0.5,0.5,,0.029724545%,$208786842.60,$234259597.30,$-25472754.69,$0.00,,10459,7888.5,264.5833333,1968.166667,2763.666667,2892.083333,2356,2757,2038,1115,4872,3394,2991,2518,145,2068,22,$522.00,$114964.07,$15164.68,$15080.06,$20228.48,$8004.40,$7013.04,$103.00,$210.59,$716.03,$270.40,$4555.46,$0.00,$4925.92,$464.11,$756.01,$337.83,692.186,640.472,3.422,9.760,38.532,23.449,22.688,11.408,256.896,770.485,267.951,1200.837,578.110,837.062,281.513,15791.242,9468.154,5048.229,962.925,311.934,0,2,0,0,2,270,722,46,1,0,1.096360834,1.150793762,0.970802215,1.319707049,1.037778411,1.154430302,0.95164048,1.379086784,1.100322722,1.185420627,1.000570661,1.462423969,1.115128171,1.243610945,1.030754933,1.603729692
A23779,"Southeast Michigan Accountable Care, Inc.",07/01/2012,0,0,0,,1,0.5,0.5,,0.026078616%,$271840066.00,$247157174.80,$24682891.21,$12094616.69,,17303,14000.33333,173.8333333,3591.75,1436.083333,8798.666667,4287,5300,3416,1533,7726,6810,11628,1925,298,103,25,$557.00,$84174.29,$10000.04,$13017.02,$10708.61,$4169.88,$3496.39,$309.57,$233.39,$198.33,$202.88,$1167.51,$5.97,$3653.21,$189.98,$711.15,$260.63,464.060,416.562,8.214,14.071,24.571,17.142,23.071,12.643,185.309,775.459,108.212,941.906,370.063,805.481,239.066,11565.153,6677.412,4323.040,557.558,7.143,0,0,0,0,0,109,168,16,0,0,1.102044871,1.208313351,1.110649869,1.300447472,1.136745551,1.222595864,1.103771588,1.293975246,1.104397987,1.238209679,1.1534473,1.271569201,1.110147439,1.171280585,1.105798198,1.259073142
A83851,"Meridian Holdings, Inc.",07/01/2012,0,0,0,,0,0.5,0,,0.032966967%,$122411796.40,$136587951.10,$-14176154.78,$0.00,,7516,5861.083333,216.0833333,2186.333333,1136.416667,2322.25,2565,1850,1142,540,3407,2690,2765,2882,42,299,9,$100.00,$93028.25,$11089.99,$16851.59,$11901.77,$5986.36,$5234.07,$434.58,$246.88,$196.90,$316.14,$2027.59,$0.00,$3853.87,$421.75,$804.66,$496.36,591.870,541.879,10.066,13.991,25.934,22.863,24.057,17.403,211.912,723.824,166.522,1569.505,448.040,919.625,284.077,11628.396,6000.938,4162.541,1386.945,77.972,0,0,1,0,0,56,21,14,0,0,0.981012279,1.239339383,1.10499305,1.233778335,0.988995941,1.243033903,1.0691649,1.259152548,0.988850391,1.273228646,1.101226109,1.214670333,1.042029055,1.248128264,1.141705655,1.243615484
A60499,Arizona Care Network LLC,01/01/2013,0,0,,,1,0.5,0.5,,0.024259875%,$317441504.30,$327059692.80,$-9618189.00,$0.00,,27401,26259.5,317.6666667,3058.75,521.5833333,22361.5,4734,13459,6513,2695,14732,12669,24486,1151,282,595,203,$684.00,$77118.54,$11549.87,$13903.87,$11626.29,$4149.81,$3657.23,$198.02,$300.68,$86.86,$520.51,$1181.88,$0.40,$4640.60,$108.95,$472.78,$334.15,376.435,345.742,4.684,17.175,8.835,11.691,6.931,8.111,168.987,781.966,111.198,723.890,261.886,1063.387,451.989,11776.766,4649.251,5971.744,1140.844,14.928,0,0,0,0,0,594,1594,216,3,0,1.023686818,1.129668241,0.988980693,1.022382992,1.014899001,1.15124337,0.984176915,1.036757123,1.018980373,1.135620437,0.960008306,1.045116965,1.029539545,1.180766622,0.949406675,1.045659181
A36859,Baroma Healthcare International,01/01/2013,0,0,,,1,0.5,0.5,,0.039291646%,$89535542.48,$90441581.42,$-906039.00,$0.00,,4946,4780.833333,94.08333333,770.3333333,2400.416667,1516,971,1840,1395,740,3089,1857,2493,461,28,1808,2,$154.00,$91962.70,$14995.01,$20246.01,$14274.01,$4911.16,$4042.81,$182.10,$631.19,$90.09,$695.06,$1556.86,$0.00,$4857.80,$203.91,$5093.40,$365.40,474.394,424.821,5.229,31.584,12.759,13.178,16.524,10.458,178.218,759.547,121.318,959.874,409.761,908.837,348.893,12967.823,6134.495,6344.082,432.142,57.103,0,0,0,0,0,86,115,17,0,1,1.053993764,1.419959523,1.217153745,1.213996057,1.034153852,1.393625288,1.18731124,1.186231625,1.015821715,1.296785095,1.167834708,1.163908852,1.067233204,1.348124126,1.197874892,1.246104501
A85560,Yavapai Accountable Care,01/01/2013,0,0,,,1,0.5,0.5,,0.032696697%,$61003400.27,$66827790.54,$-5824390.00,$0.00,,7651,7439.5,25.58333333,506.5833333,117.25,6790.083333,827,3582,2261,981,4421,3230,7454,18,13,44,22,$100.00,$72469.68,$9089.02,$11309.49,$8695.53,$2916.34,$2402.35,$68.90,$484.55,$21.12,$361.24,$441.17,$0.00,$3594.22,$136.88,$385.62,$339.66,234.828,208.078,1.479,21.910,3.360,3.360,5.511,7.393,120.359,747.305,45.971,570.065,155.656,581.491,256.334,10008.334,4600.847,4307.951,1089.052,10.485,0,0,0,0,0,62,31,19,0,0,1.052824233,1.045263247,0.972082742,0.999895153,0.982526316,1.078060462,1.052166723,0.999033545,0.983477128,1.029157443,0.979999881,0.996230596,1.012350718,0.962123076,0.983387708,0.969727724
A30070,"Colorado Accountable Care, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.029535507%,$93248433.07,$93761567.83,$-513135.00,$0.00,,10774,10437,143.6666667,1860.333333,221.4166667,8211.583333,2513,4960,2408,893,5926,4848,9900,197,79,299,44,$255.00,$67532.87,$8785.69,$8828.01,$8008.24,$3001.28,$2702.95,$94.50,$168.62,$71.38,$116.82,$298.51,$0.00,$2881.92,$83.63,$352.03,$419.40,263.869,242.407,2.970,9.581,8.911,6.228,5.653,5.270,114.198,666.667,31.618,729.712,159.433,638.785,280.253,7825.908,3117.083,3893.456,787.295,28.073,0,0,0,0,0,236,311,93,3,6,1.062081715,1.057038954,1.016949044,0.974504179,1.063882449,1.107541799,1.036012404,0.996375566,0.972346919,1.064451355,0.997137789,0.989579036,1.026973356,1.070832985,0.981028261,0.996588973
A73700,"Carilion Clinic Medicare Shared Savings Company, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.022037101%,$415182576.80,$420112045.80,$-4929469.00,$0.00,,49628,48048.33333,330.25,7926.166667,2594.083333,37197.83333,9835,20471,13339,5983,29082,20546,45451,3511,151,42,18,$455.00,$75300.25,$7833.86,$12929.55,$8054.53,$2910.96,$2711.54,$58.45,$93.74,$63.44,$164.81,$1081.69,$0.18,$2330.02,$178.60,$437.63,$319.07,329.876,312.061,1.873,5.661,10.261,13.257,8.804,9.137,149.542,801.982,112.866,732.096,227.958,646.682,182.525,8766.756,4354.553,3412.564,989.233,10.406,0,0,0,0,0,404,589,134,16,5,1.012868015,1.034953386,1.050547737,0.975166623,1.031292207,1.050895919,1.03569441,0.976459881,1.055436629,1.070642249,1.064708771,0.984239564,1.057505432,1.043834282,1.071361041,0.99480215
A94529,Physicians Collaborative Trust ACO LLC,01/01/2013,0,1,,2666140,1,0.5,0.5,,0.027912182%,$121613243.00,$121612884.40,$359.00,$0.00,,13479,13158.41667,69.41666667,1071.166667,437.5,11580.33333,1526,6196,4185,1572,7314,6165,12583,459,44,211,6,$176.00,$76223.89,$9348.68,$14697.36,$8624.75,$2368.13,$2216.77,$74.55,$60.44,$37.84,$254.30,$580.77,$0.00,$4174.77,$76.43,$610.36,$245.62,276.325,264.470,2.280,3.800,5.776,15.731,8.436,8.588,138.179,787.417,56.846,512.904,211.728,696.208,286.129,11832.807,4724.429,6147.928,907.024,53.426,0,0,0,0,0,36,16,6,2,0,1.03746282,1.098876729,1.144434106,1.012786523,1.00684889,1.159128442,1.129827108,1.022859422,1.034861024,1.142251362,1.137269769,1.030724607,1.064651169,1.107343481,1.079231119,1.052496293
A32235,"Alegent Health Partners, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.024614787%,$194307432.90,$195646882.50,$-1339450.00,$0.00,,23852,23151.83333,198.8333333,4082.833333,709.6666667,18160.5,5151,10190,5981,2530,13474,10378,21353,1785,120,176,54,$364.00,$68156.95,$7787.92,$11256.17,$7836.24,$2889.95,$2593.65,$174.09,$103.99,$53.21,$170.87,$853.05,$0.00,$2326.83,$71.99,$388.84,$261.52,333.192,315.267,5.140,6.220,6.565,10.410,13.995,9.934,158.475,759.973,80.253,702.709,222.229,570.840,260.023,7698.872,3507.584,3417.181,763.482,10.626,0,0,0,0,0,264,644,117,0,0,0.982760953,1.044444518,0.98406823,0.969881037,0.952127381,1.037884084,0.976220882,0.95506825,1.00286695,1.019113336,0.976196838,0.953191443,0.987121025,1.011175701,0.967600654,0.946846541
A83794,"Pioneer Valley Accountable Care, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.023480249%,$298185918.00,$295256882.10,$2929036.00,$0.00,,35197,34214.08333,279.5833333,9640.666667,2306.5,21987.33333,11210,12659,7564,3764,20335,14862,30262,2392,205,1543,18,$777.00,$73741.75,$7902.42,$9475.21,$8031.92,$2895.08,$2375.34,$66.74,$298.89,$168.98,$119.80,$524.41,$1.12,$2558.50,$173.67,$494.79,$273.38,289.881,249.985,2.367,15.695,21.804,12.334,10.814,9.674,135.539,815.070,55.591,822.088,211.784,498.333,214.999,9774.834,4419.379,4059.352,1286.780,9.324,0,0,0,0,0,296,803,164,3,7,1.018954838,1.034892284,0.955067936,1.012118566,1.019422154,1.013700776,0.946717075,1.006979114,1.002784053,0.996963686,0.927213802,1.00577659,1.033769922,1.003964395,0.924753191,1.022398184
A19579,Primary Care Alliance LLC,01/01/2013,0,0,,,1,0.5,0.5,,0.03103003%,$97768888.04,$96633429.60,$1135458.00,$0.00,,8969,8748.25,35.58333333,536.9166667,205.3333333,7970.416667,788,4230,2951,1000,5128,3841,8570,230,37,22,9,$101.00,$88389.43,$12859.30,$17344.46,$10416.32,$3042.48,$2802.82,$131.81,$92.09,$25.74,$173.62,$776.11,$0.00,$4821.29,$103.52,$718.81,$359.41,342.126,326.465,4.344,5.715,5.601,14.631,13.603,8.802,140.216,784.792,73.615,536.679,256.394,790.215,339.382,13454.348,4650.987,7005.172,694.653,1103.535,0,0,3,0,0,53,8,3,1,0,1.040501,1.258115407,1.217172196,1.152089491,1.053298015,1.296165723,1.186627614,1.198762174,1.090151409,1.266458106,1.257790996,1.203713625,1.097243802,1.301903915,1.202469209,1.183688572
A00843,"St. Luke's Clinic Coordinated Care, Ltd.",01/01/2013,0,0,,,1,0.5,0.5,,0.024116971%,$234154789.60,$229239989.80,$4914800.00,$0.00,,28830,27938.75,172.75,3281.666667,1031.25,23453.08333,4505,12382,8182,3761,16288,12542,27787,69,131,315,90,$438.00,$57822.78,$8834.94,$11126.34,$7623.03,$2443.51,$2146.18,$132.06,$116.09,$77.95,$356.48,$535.79,$0.00,$1784.01,$85.74,$427.75,$322.54,262.360,244.320,3.651,6.156,8.232,9.127,6.443,6.478,108.392,718.969,52.579,649.206,156.700,575.759,213.646,8110.814,3044.696,3325.023,1400.313,340.781,1,0,2,0,0,257,655,107,2,0,0.958278543,1.082447095,0.993995313,0.971408063,0.962193185,1.067754628,0.976182721,0.964087629,0.977988867,1.113593548,1.046241689,0.98371523,0.979377439,1.089208437,1.009796179,0.995665843
